,Row,CASE_ID,StartTimestamp,Activity,Resource,CompleteTimestamp,StartDate
325419,325419,IM0031154,27.01.2014 09:02,Open,TEAM0018,27.01.2014 09:04,2014-01-27
325420,325420,IM0031154,27.01.2014 09:04,Update,TEAM0018,27.01.2014 09:04,2014-01-27
325421,325421,IM0031154,27.01.2014 09:04,Reassignment,TEAM0018,27.01.2014 16:46,2014-01-27
325422,325422,IM0031154,27.01.2014 16:46,Reassignment,TEAM0035,27.01.2014 16:46,2014-01-27
325423,325423,IM0031154,27.01.2014 16:46,Operator Update,TEAM0035,28.01.2014 08:28,2014-01-27
325424,325424,IM0031154,28.01.2014 08:28,Reassignment,TEAM0034,28.01.2014 08:28,2014-01-28
325425,325425,IM0031154,28.01.2014 08:28,Update,TEAM0034,28.01.2014 08:36,2014-01-28
325426,325426,IM0031154,28.01.2014 08:36,Reassignment,TEAM0035,28.01.2014 08:36,2014-01-28
325427,325427,IM0031154,28.01.2014 08:36,Operator Update,TEAM0035,28.01.2014 09:47,2014-01-28
325428,325428,IM0031154,28.01.2014 09:47,Operator Update,TEAM0015,28.01.2014 09:47,2014-01-28
325429,325429,IM0031154,28.01.2014 09:47,Assignment,TEAM0015,30.01.2014 15:41,2014-01-28
325430,325430,IM0031154,30.01.2014 15:41,Assignment,TEAM0015,30.01.2014 15:41,2014-01-30
325431,325431,IM0031154,30.01.2014 15:41,Reassignment,TEAM0015,30.01.2014 15:41,2014-01-30
325432,325432,IM0031154,30.01.2014 15:41,Update,TEAM0015,30.01.2014 15:47,2014-01-30
325433,325433,IM0031154,30.01.2014 15:47,Status Change,TEAM0015,30.01.2014 15:47,2014-01-30
325434,325434,IM0031154,30.01.2014 15:47,Assignment,TEAM0015,05.02.2014 10:04,2014-01-30
325435,325435,IM0031154,05.02.2014 10:04,Assignment,TEAM0015,05.02.2014 10:04,2014-05-02
325436,325436,IM0031154,05.02.2014 10:04,Operator Update,TEAM0015,05.02.2014 10:04,2014-05-02
325437,325437,IM0031154,05.02.2014 10:04,Reassignment,TEAM0015,06.02.2014 14:11,2014-05-02
325438,325438,IM0031154,06.02.2014 14:11,Update,TEAM0018,13.02.2014 12:12,2014-06-02
325439,325439,IM0031154,13.02.2014 12:12,Update,TEAM0018,21.02.2014 10:19,2014-02-13
325440,325440,IM0031154,21.02.2014 10:19,Assignment,TEAM0034,21.02.2014 10:19,2014-02-21
325441,325441,IM0031154,21.02.2014 10:19,Update from customer,TEAM0034,21.02.2014 10:19,2014-02-21
325442,325442,IM0031154,21.02.2014 10:19,Reassignment,TEAM0034,21.02.2014 10:19,2014-02-21
325443,325443,IM0031154,21.02.2014 10:19,Description Update,TEAM0034,21.02.2014 10:20,2014-02-21
325444,325444,IM0031154,21.02.2014 10:20,Update from customer,TEAM0034,21.02.2014 10:32,2014-02-21
325445,325445,IM0031154,21.02.2014 10:32,Assignment,TEAM0015,06.03.2014 14:59,2014-02-21
325446,325446,IM0031154,06.03.2014 14:59,Update,TEAM0018,07.03.2014 16:28,2014-06-03
325447,325447,IM0031154,07.03.2014 16:28,Assignment,TEAM0015,07.03.2014 16:28,2014-07-03
325448,325448,IM0031154,07.03.2014 16:28,Operator Update,TEAM0015,07.03.2014 16:28,2014-07-03
325449,325449,IM0031154,07.03.2014 16:28,Reassignment,TEAM0015,10.03.2014 07:32,2014-07-03
325450,325450,IM0031154,10.03.2014 07:32,Update,TEAM0018,12.03.2014 15:24,2014-10-03
325451,325451,IM0031154,12.03.2014 15:24,Closed,TEAM0034,12.03.2014 15:34,2014-12-03
325471,325471,IM0031157,27.01.2014 09:19,Open,TEAM0008,27.01.2014 09:20,2014-01-27
325472,325472,IM0031157,27.01.2014 09:20,Assignment,TEAM0105,27.01.2014 09:20,2014-01-27
325473,325473,IM0031157,27.01.2014 09:20,External update,TEAM0105,27.01.2014 09:20,2014-01-27
325474,325474,IM0031157,27.01.2014 09:20,Status Change,TEAM0105,27.01.2014 09:21,2014-01-27
325475,325475,IM0031157,27.01.2014 09:21,External update,TEAM0105,27.01.2014 09:21,2014-01-27
325476,325476,IM0031157,27.01.2014 09:21,Closed,TEAM0105,27.01.2014 09:31,2014-01-27
325485,325485,IM0031160,27.01.2014 09:34,Open,TEAM0008,27.01.2014 10:14,2014-01-27
325486,325486,IM0031160,27.01.2014 10:14,Reassignment,TEAM0039,27.01.2014 10:42,2014-01-27
325487,325487,IM0031160,27.01.2014 10:42,Assignment,TEAM0007,27.01.2014 11:23,2014-01-27
325488,325488,IM0031160,27.01.2014 11:23,Communication with customer,TEAM0007,27.01.2014 11:40,2014-01-27
325489,325489,IM0031160,27.01.2014 11:40,Closed,TEAM0007,27.01.2014 11:40,2014-01-27
325490,325490,IM0031160,27.01.2014 11:40,Caused By CI,TEAM0007,27.01.2014 11:50,2014-01-27
325500,325500,IM0031162,27.01.2014 09:50,Open,TEAM0008,27.01.2014 12:32,2014-01-27
325501,325501,IM0031162,27.01.2014 12:32,Status Change,TEAM0191,27.01.2014 12:32,2014-01-27
325502,325502,IM0031162,27.01.2014 12:32,Assignment,TEAM0191,27.01.2014 12:39,2014-01-27
325503,325503,IM0031162,27.01.2014 12:39,Operator Update,TEAM0191,27.01.2014 12:39,2014-01-27
325504,325504,IM0031162,27.01.2014 12:39,Status Change,TEAM0191,27.01.2014 13:06,2014-01-27
325505,325505,IM0031162,27.01.2014 13:06,Update from customer,TEAM0191,27.01.2014 13:09,2014-01-27
325506,325506,IM0031162,27.01.2014 13:09,Reassignment,TEAM0191,27.01.2014 13:09,2014-01-27
325507,325507,IM0031162,27.01.2014 13:09,Operator Update,TEAM0191,27.01.2014 13:09,2014-01-27
325508,325508,IM0031162,27.01.2014 13:09,Status Change,TEAM0191,27.01.2014 13:09,2014-01-27
325509,325509,IM0031162,27.01.2014 13:09,Assignment,TEAM0191,27.01.2014 15:05,2014-01-27
325510,325510,IM0031162,27.01.2014 15:05,Caused By CI,TEAM0187,27.01.2014 15:05,2014-01-27
325511,325511,IM0031162,27.01.2014 15:05,Closed,TEAM0187,27.01.2014 15:15,2014-01-27
325517,325517,IM0031164,27.01.2014 09:53,Open,TEAM0008,27.01.2014 10:31,2014-01-27
325518,325518,IM0031164,27.01.2014 10:31,Assignment,TEAM0181,27.01.2014 11:53,2014-01-27
325519,325519,IM0031164,27.01.2014 11:53,Status Change,TEAM0181,27.01.2014 11:53,2014-01-27
325520,325520,IM0031164,27.01.2014 11:53,Operator Update,TEAM0181,27.01.2014 14:50,2014-01-27
325521,325521,IM0031164,27.01.2014 14:50,Closed,TEAM0181,27.01.2014 14:50,2014-01-27
325522,325522,IM0031164,27.01.2014 14:50,Caused By CI,TEAM0181,27.01.2014 15:00,2014-01-27
325545,325545,IM0031168,27.01.2014 10:04,Open,TEAM0008,27.01.2014 10:13,2014-01-27
325546,325546,IM0031168,27.01.2014 10:13,Assignment,TEAM0191,27.01.2014 10:13,2014-01-27
325547,325547,IM0031168,27.01.2014 10:13,Status Change,TEAM0191,27.01.2014 16:32,2014-01-27
325548,325548,IM0031168,27.01.2014 16:32,Caused By CI,TEAM0191,27.01.2014 16:32,2014-01-27
325549,325549,IM0031168,27.01.2014 16:32,Closed,TEAM0191,27.01.2014 16:42,2014-01-27
325550,325550,IM0031169,27.01.2014 10:07,Open,TEAM0008,27.01.2014 10:15,2014-01-27
325551,325551,IM0031169,27.01.2014 10:15,Assignment,TEAM0039,27.01.2014 11:34,2014-01-27
325552,325552,IM0031169,27.01.2014 11:34,Closed,TEAM0039,27.01.2014 11:34,2014-01-27
325553,325553,IM0031169,27.01.2014 11:34,Caused By CI,TEAM0039,27.01.2014 11:44,2014-01-27
325574,325574,IM0031174,27.01.2014 10:14,Open,TEAM0008,27.01.2014 10:19,2014-01-27
325575,325575,IM0031174,27.01.2014 10:19,Assignment,TEAM0191,27.01.2014 16:34,2014-01-27
325576,325576,IM0031174,27.01.2014 16:34,Closed,TEAM0191,27.01.2014 16:34,2014-01-27
325577,325577,IM0031174,27.01.2014 16:34,Caused By CI,TEAM0191,27.01.2014 16:44,2014-01-27
325607,325607,IM0031178,27.01.2014 10:19,Open,TEAM0008,27.01.2014 11:26,2014-01-27
325608,325608,IM0031178,27.01.2014 11:26,Assignment,TEAM0119,27.01.2014 12:07,2014-01-27
325609,325609,IM0031178,27.01.2014 12:07,Communication with customer,TEAM0119,27.01.2014 12:07,2014-01-27
325610,325610,IM0031178,27.01.2014 12:07,Status Change,TEAM0119,27.01.2014 12:49,2014-01-27
325611,325611,IM0031178,27.01.2014 12:49,Resolved,TEAM0119,27.01.2014 12:49,2014-01-27
325612,325612,IM0031178,27.01.2014 12:49,Closed,TEAM0119,27.01.2014 12:59,2014-01-27
325660,325660,IM0031185,27.01.2014 09:11,Open,TEAM0008,27.01.2014 10:13,2014-01-27
325661,325661,IM0031185,27.01.2014 10:13,Assignment,TEAM0039,27.01.2014 10:13,2014-01-27
325662,325662,IM0031185,27.01.2014 10:13,Status Change,TEAM0039,27.01.2014 15:53,2014-01-27
325663,325663,IM0031185,27.01.2014 15:53,Mail to Customer,TEAM0039,27.01.2014 15:54,2014-01-27
325664,325664,IM0031185,27.01.2014 15:54,Closed,TEAM0039,27.01.2014 16:04,2014-01-27
325754,325754,IM0031195,27.01.2014 09:50,Open,TEAM0008,27.01.2014 09:55,2014-01-27
325755,325755,IM0031195,27.01.2014 09:55,Assignment,TEAM0039,27.01.2014 09:55,2014-01-27
325756,325756,IM0031195,27.01.2014 09:55,Status Change,TEAM0039,27.01.2014 10:10,2014-01-27
325757,325757,IM0031195,27.01.2014 10:10,Mail to Customer,TEAM0039,27.01.2014 10:10,2014-01-27
325758,325758,IM0031195,27.01.2014 10:10,Closed,TEAM0039,27.01.2014 10:20,2014-01-27
325759,325759,IM0031196,27.01.2014 09:50,Open,TEAM0008,27.01.2014 10:12,2014-01-27
325760,325760,IM0031196,27.01.2014 10:12,Assignment,TEAM0191,27.01.2014 10:12,2014-01-27
325761,325761,IM0031196,27.01.2014 10:12,Status Change,TEAM0191,27.01.2014 16:49,2014-01-27
325762,325762,IM0031196,27.01.2014 16:49,Caused By CI,TEAM0191,27.01.2014 16:49,2014-01-27
325763,325763,IM0031196,27.01.2014 16:49,Closed,TEAM0191,27.01.2014 16:59,2014-01-27
325764,325764,IM0031197,27.01.2014 09:51,Open,TEAM0008,27.01.2014 11:41,2014-01-27
325765,325765,IM0031197,27.01.2014 11:41,Assignment,TEAM0007,29.01.2014 10:21,2014-01-27
325766,325766,IM0031197,29.01.2014 10:21,Caused By CI,TEAM0007,29.01.2014 10:21,2014-01-29
325767,325767,IM0031197,29.01.2014 10:21,Closed,TEAM0007,29.01.2014 10:31,2014-01-29
325786,325786,IM0031200,27.01.2014 09:58,Open,TEAM0008,27.01.2014 10:14,2014-01-27
325787,325787,IM0031200,27.01.2014 10:14,Reassignment,TEAM0191,27.01.2014 11:34,2014-01-27
325788,325788,IM0031200,27.01.2014 11:34,Assignment,TEAM0007,27.01.2014 11:49,2014-01-27
325789,325789,IM0031200,27.01.2014 11:49,Caused By CI,TEAM0007,27.01.2014 11:49,2014-01-27
325790,325790,IM0031200,27.01.2014 11:49,Closed,TEAM0007,27.01.2014 11:49,2014-01-27
325791,325791,IM0031200,27.01.2014 11:49,Quality Indicator Fixed,TEAM0007,27.01.2014 11:59,2014-01-27
325792,325792,IM0031201,27.01.2014 10:01,Open,TEAM0008,27.01.2014 10:22,2014-01-27
325793,325793,IM0031201,27.01.2014 10:22,Operator Update,TEAM0205,27.01.2014 10:22,2014-01-27
325794,325794,IM0031201,27.01.2014 10:22,Reassignment,TEAM0205,27.01.2014 10:30,2014-01-27
325795,325795,IM0031201,27.01.2014 10:30,Reassignment,TEAM0008,27.01.2014 11:48,2014-01-27
325796,325796,IM0031201,27.01.2014 11:48,Assignment,TEAM0155,27.01.2014 11:51,2014-01-27
325797,325797,IM0031201,27.01.2014 11:51,Closed,TEAM0155,27.01.2014 11:51,2014-01-27
325798,325798,IM0031201,27.01.2014 11:51,Caused By CI,TEAM0155,27.01.2014 12:01,2014-01-27
325815,325815,IM0031203,27.01.2014 10:08,Open,TEAM0008,27.01.2014 10:25,2014-01-27
325816,325816,IM0031203,27.01.2014 10:25,Operator Update,TEAM0033,27.01.2014 10:25,2014-01-27
325817,325817,IM0031203,27.01.2014 10:25,Assignment,TEAM0033,27.01.2014 12:23,2014-01-27
325818,325818,IM0031203,27.01.2014 12:23,Caused By CI,TEAM0189,27.01.2014 12:23,2014-01-27
325819,325819,IM0031203,27.01.2014 12:23,Closed,TEAM0189,27.01.2014 12:33,2014-01-27
325825,325825,IM0031205,27.01.2014 10:14,Open,TEAM0008,27.01.2014 10:56,2014-01-27
325826,325826,IM0031205,27.01.2014 10:56,Status Change,TEAM0039,27.01.2014 10:56,2014-01-27
325827,325827,IM0031205,27.01.2014 10:56,Assignment,TEAM0039,27.01.2014 10:59,2014-01-27
325828,325828,IM0031205,27.01.2014 10:59,Closed,TEAM0039,27.01.2014 10:59,2014-01-27
325829,325829,IM0031205,27.01.2014 10:59,Caused By CI,TEAM0039,27.01.2014 11:09,2014-01-27
325838,325838,IM0031208,27.01.2014 10:18,Open,TEAM0008,27.01.2014 13:10,2014-01-27
325839,325839,IM0031208,27.01.2014 13:10,Assignment,TEAM0191,27.01.2014 13:10,2014-01-27
325840,325840,IM0031208,27.01.2014 13:10,Status Change,TEAM0191,27.01.2014 13:12,2014-01-27
325841,325841,IM0031208,27.01.2014 13:12,Assignment,TEAM0191,27.01.2014 13:12,2014-01-27
325842,325842,IM0031208,27.01.2014 13:12,Operator Update,TEAM0191,27.01.2014 13:12,2014-01-27
325843,325843,IM0031208,27.01.2014 13:12,Status Change,TEAM0191,27.01.2014 13:12,2014-01-27
325844,325844,IM0031208,27.01.2014 13:12,Reassignment,TEAM0191,27.01.2014 14:57,2014-01-27
325845,325845,IM0031208,27.01.2014 14:57,Caused By CI,TEAM0187,27.01.2014 14:57,2014-01-27
325846,325846,IM0031208,27.01.2014 14:57,Closed,TEAM0187,27.01.2014 15:07,2014-01-27
325862,325862,IM0031212,27.01.2014 10:28,Open,TEAM0008,27.01.2014 12:20,2014-01-27
325863,325863,IM0031212,27.01.2014 12:20,Assignment,TEAM0191,27.01.2014 12:20,2014-01-27
325864,325864,IM0031212,27.01.2014 12:20,Status Change,TEAM0191,27.01.2014 12:23,2014-01-27
325865,325865,IM0031212,27.01.2014 12:23,Mail to Customer,TEAM0191,27.01.2014 12:24,2014-01-27
325866,325866,IM0031212,27.01.2014 12:24,Caused By CI,TEAM0191,27.01.2014 12:24,2014-01-27
325867,325867,IM0031212,27.01.2014 12:24,Closed,TEAM0191,27.01.2014 12:34,2014-01-27
325875,325875,IM0031215,27.01.2014 10:39,Open,TEAM0008,27.01.2014 13:40,2014-01-27
325876,325876,IM0031215,27.01.2014 13:40,Assignment,TEAM0191,27.01.2014 13:40,2014-01-27
325877,325877,IM0031215,27.01.2014 13:40,Status Change,TEAM0191,27.01.2014 13:48,2014-01-27
325878,325878,IM0031215,27.01.2014 13:48,Reassignment,TEAM0191,27.01.2014 13:48,2014-01-27
325879,325879,IM0031215,27.01.2014 13:48,Assignment,TEAM0191,27.01.2014 13:48,2014-01-27
325880,325880,IM0031215,27.01.2014 13:48,Operator Update,TEAM0191,27.01.2014 13:48,2014-01-27
325881,325881,IM0031215,27.01.2014 13:48,Status Change,TEAM0191,27.01.2014 14:22,2014-01-27
325882,325882,IM0031215,27.01.2014 14:22,Assignment,TEAM0013,27.01.2014 15:28,2014-01-27
325883,325883,IM0031215,27.01.2014 15:28,Update,TEAM0211,27.01.2014 15:46,2014-01-27
325884,325884,IM0031215,27.01.2014 15:46,Closed,TEAM0211,27.01.2014 15:56,2014-01-27
325903,325903,IM0031217,27.01.2014 10:48,Open,TEAM0008,27.01.2014 10:50,2014-01-27
325904,325904,IM0031217,27.01.2014 10:50,Assignment,TEAM0039,27.01.2014 10:50,2014-01-27
325905,325905,IM0031217,27.01.2014 10:50,Status Change,TEAM0039,27.01.2014 15:53,2014-01-27
325906,325906,IM0031217,27.01.2014 15:53,Mail to Customer,TEAM0039,27.01.2014 15:53,2014-01-27
325907,325907,IM0031217,27.01.2014 15:53,Closed,TEAM0039,27.01.2014 16:03,2014-01-27
325908,325908,IM0031218,27.01.2014 10:52,Open,TEAM0008,27.01.2014 10:58,2014-01-27
325909,325909,IM0031218,27.01.2014 10:58,Operator Update,TEAM0008,28.01.2014 12:51,2014-01-27
325910,325910,IM0031218,28.01.2014 12:51,Reassignment,TEAM0008,28.01.2014 12:51,2014-01-28
325911,325911,IM0031218,28.01.2014 12:51,Update,TEAM0008,28.01.2014 13:00,2014-01-28
325912,325912,IM0031218,28.01.2014 13:00,Operator Update,TEAM0007,28.01.2014 13:00,2014-01-28
325913,325913,IM0031218,28.01.2014 13:00,Reassignment,TEAM0007,28.01.2014 13:26,2014-01-28
325914,325914,IM0031218,28.01.2014 13:26,Status Change,TEAM0008,28.01.2014 13:26,2014-01-28
325915,325915,IM0031218,28.01.2014 13:26,Assignment,TEAM0008,28.01.2014 14:09,2014-01-28
325916,325916,IM0031218,28.01.2014 14:09,Status Change,TEAM0008,28.01.2014 14:09,2014-01-28
325917,325917,IM0031218,28.01.2014 14:09,Update from customer,TEAM0008,28.01.2014 14:09,2014-01-28
325918,325918,IM0031218,28.01.2014 14:09,Reassignment,TEAM0008,28.01.2014 14:09,2014-01-28
325919,325919,IM0031218,28.01.2014 14:09,Assignment,TEAM0008,28.01.2014 14:09,2014-01-28
325920,325920,IM0031218,28.01.2014 14:09,Update from customer,TEAM9999,28.01.2014 14:13,2014-01-28
325921,325921,IM0031218,28.01.2014 14:13,Assignment,TEAM0007,03.02.2014 14:39,2014-01-28
325922,325922,IM0031218,03.02.2014 14:39,Communication with customer,TEAM0007,03.02.2014 14:39,2014-03-02
325923,325923,IM0031218,03.02.2014 14:39,Status Change,TEAM0007,03.02.2014 15:18,2014-03-02
325924,325924,IM0031218,03.02.2014 15:18,Update from customer,TEAM0007,03.02.2014 15:36,2014-03-02
325925,325925,IM0031218,03.02.2014 15:36,Caused By CI,TEAM0007,03.02.2014 15:36,2014-03-02
325926,325926,IM0031218,03.02.2014 15:36,Closed,TEAM0007,03.02.2014 15:36,2014-03-02
325927,325927,IM0031218,03.02.2014 15:36,Quality Indicator Fixed,TEAM0007,03.02.2014 15:46,2014-03-02
325928,325928,IM0031219,27.01.2014 10:52,Open,TEAM0008,27.01.2014 12:55,2014-01-27
325929,325929,IM0031219,27.01.2014 12:55,Assignment,TEAM0007,27.01.2014 13:54,2014-01-27
325930,325930,IM0031219,27.01.2014 13:54,Quality Indicator Set,TEAM0007,27.01.2014 13:55,2014-01-27
325931,325931,IM0031219,27.01.2014 13:55,Caused By CI,TEAM0007,27.01.2014 13:55,2014-01-27
325932,325932,IM0031219,27.01.2014 13:55,Closed,TEAM0007,27.01.2014 13:55,2014-01-27
325933,325933,IM0031219,27.01.2014 13:55,Quality Indicator Fixed,TEAM0007,27.01.2014 14:05,2014-01-27
325949,325949,IM0031222,27.01.2014 11:03,Open,TEAM0008,27.01.2014 11:27,2014-01-27
325950,325950,IM0031222,27.01.2014 11:27,Assignment,TEAM0057,27.01.2014 11:27,2014-01-27
325951,325951,IM0031222,27.01.2014 11:27,Status Change,TEAM0057,27.01.2014 11:27,2014-01-27
325952,325952,IM0031222,27.01.2014 11:27,Operator Update,TEAM0057,29.01.2014 09:57,2014-01-27
325953,325953,IM0031222,29.01.2014 09:57,Caused By CI,TEAM0057,29.01.2014 09:57,2014-01-29
325954,325954,IM0031222,29.01.2014 09:57,Closed,TEAM0057,29.01.2014 10:07,2014-01-29
325985,325985,IM0031225,27.01.2014 11:11,Open,TEAM0008,27.01.2014 13:49,2014-01-27
325986,325986,IM0031225,27.01.2014 13:49,Assignment,TEAM0191,27.01.2014 13:49,2014-01-27
325987,325987,IM0031225,27.01.2014 13:49,Status Change,TEAM0191,27.01.2014 13:54,2014-01-27
325988,325988,IM0031225,27.01.2014 13:54,Mail to Customer,TEAM0191,27.01.2014 13:54,2014-01-27
325989,325989,IM0031225,27.01.2014 13:54,Caused By CI,TEAM0191,27.01.2014 13:54,2014-01-27
325990,325990,IM0031225,27.01.2014 13:54,Closed,TEAM0191,27.01.2014 14:04,2014-01-27
325991,325991,IM0031226,27.01.2014 11:13,Open,TEAM0008,27.01.2014 13:55,2014-01-27
325992,325992,IM0031226,27.01.2014 13:55,Assignment,TEAM0191,27.01.2014 13:55,2014-01-27
325993,325993,IM0031226,27.01.2014 13:55,Status Change,TEAM0191,27.01.2014 14:02,2014-01-27
325994,325994,IM0031226,27.01.2014 14:02,Mail to Customer,TEAM0191,27.01.2014 14:02,2014-01-27
325995,325995,IM0031226,27.01.2014 14:02,Closed,TEAM0191,27.01.2014 14:02,2014-01-27
325996,325996,IM0031226,27.01.2014 14:02,Caused By CI,TEAM0191,27.01.2014 14:12,2014-01-27
326082,326082,IM0031234,27.01.2014 10:37,Open,TEAM0018,27.01.2014 10:38,2014-01-27
326083,326083,IM0031234,27.01.2014 10:38,Closed,TEAM0018,27.01.2014 10:38,2014-01-27
326084,326084,IM0031234,27.01.2014 10:38,Caused By CI,TEAM0018,27.01.2014 10:48,2014-01-27
326085,326085,IM0031235,27.01.2014 10:38,Open,TEAM0018,27.01.2014 10:39,2014-01-27
326086,326086,IM0031235,27.01.2014 10:39,Reassignment,TEAM0018,27.01.2014 10:39,2014-01-27
326087,326087,IM0031235,27.01.2014 10:39,Update,TEAM0018,27.01.2014 16:38,2014-01-27
326088,326088,IM0031235,27.01.2014 16:38,Assignment,TEAM0017,28.01.2014 14:32,2014-01-27
326089,326089,IM0031235,28.01.2014 14:32,Assignment,TEAM0053,28.01.2014 14:32,2014-01-28
326090,326090,IM0031235,28.01.2014 14:32,Reassignment,TEAM0053,28.01.2014 14:32,2014-01-28
326091,326091,IM0031235,28.01.2014 14:32,Operator Update,TEAM0053,28.01.2014 15:20,2014-01-28
326092,326092,IM0031235,28.01.2014 15:20,Closed,TEAM0018,28.01.2014 15:30,2014-01-28
326133,326133,IM0031240,27.01.2014 11:00,Open,TEAM0008,27.01.2014 12:24,2014-01-27
326134,326134,IM0031240,27.01.2014 12:24,Assignment,TEAM0039,27.01.2014 12:24,2014-01-27
326135,326135,IM0031240,27.01.2014 12:24,Status Change,TEAM0039,27.01.2014 13:39,2014-01-27
326136,326136,IM0031240,27.01.2014 13:39,Caused By CI,TEAM0039,27.01.2014 13:39,2014-01-27
326137,326137,IM0031240,27.01.2014 13:39,Closed,TEAM0039,27.01.2014 13:49,2014-01-27
326152,326152,IM0031243,27.01.2014 11:09,Open,TEAM0008,27.01.2014 13:47,2014-01-27
326153,326153,IM0031243,27.01.2014 13:47,Operator Update,TEAM0192,27.01.2014 13:47,2014-01-27
326154,326154,IM0031243,27.01.2014 13:47,Reassignment,TEAM0192,27.01.2014 14:23,2014-01-27
326155,326155,IM0031243,27.01.2014 14:23,Quality Indicator Fixed,TEAM0166,27.01.2014 14:23,2014-01-27
326156,326156,IM0031243,27.01.2014 14:23,Reassignment,TEAM0166,27.01.2014 14:23,2014-01-27
326157,326157,IM0031243,27.01.2014 14:23,Update,TEAM0166,27.01.2014 14:31,2014-01-27
326158,326158,IM0031243,27.01.2014 14:31,Assignment,TEAM0192,27.01.2014 14:31,2014-01-27
326159,326159,IM0031243,27.01.2014 14:31,Status Change,TEAM0192,27.01.2014 14:43,2014-01-27
326160,326160,IM0031243,27.01.2014 14:43,Caused By CI,TEAM0192,27.01.2014 14:43,2014-01-27
326161,326161,IM0031243,27.01.2014 14:43,Closed,TEAM0192,27.01.2014 14:53,2014-01-27
326162,326162,IM0031244,27.01.2014 11:11,Open,TEAM0002,27.01.2014 11:40,2014-01-27
326163,326163,IM0031244,27.01.2014 11:40,Assignment,TEAM0171,27.01.2014 11:40,2014-01-27
326164,326164,IM0031244,27.01.2014 11:40,Operator Update,TEAM0171,27.01.2014 11:40,2014-01-27
326165,326165,IM0031244,27.01.2014 11:40,Status Change,TEAM0171,27.01.2014 12:18,2014-01-27
326166,326166,IM0031244,27.01.2014 12:18,Operator Update,TEAM0171,27.01.2014 12:40,2014-01-27
326167,326167,IM0031244,27.01.2014 12:40,Operator Update,TEAM0171,27.01.2014 13:57,2014-01-27
326168,326168,IM0031244,27.01.2014 13:57,Update,TEAM0199,27.01.2014 14:27,2014-01-27
326169,326169,IM0031244,27.01.2014 14:27,Closed,TEAM0171,27.01.2014 14:27,2014-01-27
326170,326170,IM0031244,27.01.2014 14:27,Caused By CI,TEAM0171,27.01.2014 14:37,2014-01-27
326177,326177,IM0031246,27.01.2014 11:18,Open,TEAM0008,27.01.2014 12:59,2014-01-27
326178,326178,IM0031246,27.01.2014 12:59,Assignment,TEAM0007,05.02.2014 11:57,2014-01-27
326179,326179,IM0031246,05.02.2014 11:57,Caused By CI,TEAM0007,05.02.2014 11:57,2014-05-02
326180,326180,IM0031246,05.02.2014 11:57,Closed,TEAM0007,05.02.2014 11:57,2014-05-02
326181,326181,IM0031246,05.02.2014 11:57,Quality Indicator Fixed,TEAM0007,05.02.2014 12:07,2014-05-02
326182,326182,IM0031247,27.01.2014 11:21,Open,TEAM0018,27.01.2014 11:24,2014-01-27
326183,326183,IM0031247,27.01.2014 11:24,Update,TEAM0018,27.01.2014 11:24,2014-01-27
326184,326184,IM0031247,27.01.2014 11:24,Reassignment,TEAM0018,28.01.2014 09:17,2014-01-27
326185,326185,IM0031247,28.01.2014 09:17,Assignment,TEAM0017,28.01.2014 14:33,2014-01-28
326186,326186,IM0031247,28.01.2014 14:33,Reassignment,TEAM0053,28.01.2014 14:33,2014-01-28
326187,326187,IM0031247,28.01.2014 14:33,Assignment,TEAM0053,28.01.2014 14:33,2014-01-28
326188,326188,IM0031247,28.01.2014 14:33,Operator Update,TEAM0053,28.01.2014 15:22,2014-01-28
326189,326189,IM0031247,28.01.2014 15:22,Closed,TEAM0018,13.02.2014 12:34,2014-01-28
326190,326190,IM0031247,13.02.2014 12:34,Update,TEAM0018,13.02.2014 12:34,2014-02-13
326191,326191,IM0031247,13.02.2014 12:34,Reopen,TEAM0018,13.02.2014 12:35,2014-02-13
326192,326192,IM0031247,13.02.2014 12:35,Reassignment,TEAM0018,13.02.2014 12:35,2014-02-13
326193,326193,IM0031247,13.02.2014 12:35,Assignment,TEAM0018,13.02.2014 12:36,2014-02-13
326194,326194,IM0031247,13.02.2014 12:36,Notify By Change,TEAM9999,13.02.2014 15:54,2014-02-13
326195,326195,IM0031247,13.02.2014 15:54,Assignment,TEAM0019,15.02.2014 20:09,2014-02-13
326196,326196,IM0031247,15.02.2014 20:09,Reassignment,TEAM0053,15.02.2014 20:09,2014-02-15
326197,326197,IM0031247,15.02.2014 20:09,Assignment,TEAM0053,15.02.2014 20:09,2014-02-15
326198,326198,IM0031247,15.02.2014 20:09,Operator Update,TEAM0053,17.02.2014 08:00,2014-02-15
326199,326199,IM0031247,17.02.2014 08:00,Assignment,TEAM0018,17.02.2014 08:00,2014-02-17
326200,326200,IM0031247,17.02.2014 08:00,Reassignment,TEAM0018,17.02.2014 08:00,2014-02-17
326201,326201,IM0031247,17.02.2014 08:00,Update,TEAM0018,19.02.2014 11:06,2014-02-17
326202,326202,IM0031247,19.02.2014 11:06,Assignment,TEAM0017,19.02.2014 11:06,2014-02-19
326203,326203,IM0031247,19.02.2014 11:06,Reassignment,TEAM0017,19.02.2014 11:06,2014-02-19
326204,326204,IM0031247,19.02.2014 11:06,Operator Update,TEAM0017,21.02.2014 09:15,2014-02-19
326205,326205,IM0031247,21.02.2014 09:15,Closed,TEAM0018,21.02.2014 09:25,2014-02-21
