,Row,CASE_ID,StartTimestamp,Activity,Resource,CompleteTimestamp,StartDate
327428,327428,IM0031407,26.02.2014 14:58,Assignment,TEAM0187,26.02.2014 16:35,2014-02-26
327429,327429,IM0031407,26.02.2014 16:35,Operator Update,TEAM0187,26.02.2014 16:37,2014-02-26
327430,327430,IM0031407,26.02.2014 16:37,Communication with customer,TEAM0187,26.02.2014 16:38,2014-02-26
327431,327431,IM0031407,26.02.2014 16:38,Operator Update,TEAM0187,26.02.2014 16:38,2014-02-26
327432,327432,IM0031407,26.02.2014 16:38,Status Change,TEAM0187,04.03.2014 10:36,2014-02-26
327433,327433,IM0031407,04.03.2014 10:36,Communication with customer,TEAM0187,05.03.2014 08:11,2014-04-03
327434,327434,IM0031407,05.03.2014 08:11,Operator Update,TEAM0187,06.03.2014 10:04,2014-05-03
327435,327435,IM0031407,06.03.2014 10:04,Operator Update,TEAM0187,06.03.2014 13:58,2014-06-03
327436,327436,IM0031407,06.03.2014 13:58,Communication with customer,TEAM0187,07.03.2014 07:47,2014-06-03
327437,327437,IM0031407,07.03.2014 07:47,Closed,TEAM0187,07.03.2014 07:47,2014-07-03
327438,327438,IM0031407,07.03.2014 07:47,Caused By CI,TEAM0187,07.03.2014 07:57,2014-07-03
327570,327570,IM0031422,27.01.2014 14:37,Open,TEAM0008,27.01.2014 15:25,2014-01-27
327571,327571,IM0031422,27.01.2014 15:25,Assignment,TEAM0007,29.01.2014 08:59,2014-01-27
327572,327572,IM0031422,29.01.2014 08:59,Quality Indicator Fixed,TEAM0007,29.01.2014 08:59,2014-01-29
327573,327573,IM0031422,29.01.2014 08:59,Closed,TEAM0007,29.01.2014 08:59,2014-01-29
327574,327574,IM0031422,29.01.2014 08:59,Caused By CI,TEAM0007,05.02.2014 14:09,2014-01-29
327575,327575,IM0031422,05.02.2014 14:09,Update,TEAM0008,05.02.2014 14:09,2014-05-02
327576,327576,IM0031422,05.02.2014 14:09,Reopen,TEAM0008,05.02.2014 14:09,2014-05-02
327577,327577,IM0031422,05.02.2014 14:09,Assignment,TEAM0008,05.02.2014 15:49,2014-05-02
327578,327578,IM0031422,05.02.2014 15:49,Assignment,TEAM0007,10.02.2014 15:05,2014-05-02
327579,327579,IM0031422,10.02.2014 15:05,Communication with customer,TEAM0007,10.02.2014 15:05,2014-10-02
327580,327580,IM0031422,10.02.2014 15:05,Quality Indicator Set,TEAM0007,10.02.2014 15:07,2014-10-02
327581,327581,IM0031422,10.02.2014 15:07,Operator Update,TEAM0007,10.02.2014 15:07,2014-10-02
327582,327582,IM0031422,10.02.2014 15:07,Assignment,TEAM0007,10.02.2014 15:07,2014-10-02
327583,327583,IM0031422,10.02.2014 15:07,Reassignment,TEAM0007,10.02.2014 17:23,2014-10-02
327584,327584,IM0031422,10.02.2014 17:23,Status Change,TEAM0191,10.02.2014 17:23,2014-10-02
327585,327585,IM0031422,10.02.2014 17:23,Assignment,TEAM0191,11.02.2014 08:12,2014-10-02
327586,327586,IM0031422,11.02.2014 08:12,Closed,TEAM0191,11.02.2014 08:22,2014-11-02
327587,327587,IM0031423,27.01.2014 14:40,Open,TEAM0008,27.01.2014 15:27,2014-01-27
327588,327588,IM0031423,27.01.2014 15:27,Caused By CI,TEAM0039,27.01.2014 15:27,2014-01-27
327589,327589,IM0031423,27.01.2014 15:27,Closed,TEAM0039,27.01.2014 15:37,2014-01-27
327702,327702,IM0031437,27.01.2014 14:17,Open,TEAM0037,27.01.2014 15:04,2014-01-27
327703,327703,IM0031437,27.01.2014 15:04,Closed,TEAM0179,27.01.2014 15:04,2014-01-27
327704,327704,IM0031437,27.01.2014 15:04,Caused By CI,TEAM0179,27.01.2014 15:14,2014-01-27
327705,327705,IM0031438,27.01.2014 14:22,Open,TEAM0008,27.01.2014 15:49,2014-01-27
327706,327706,IM0031438,27.01.2014 15:49,Caused By CI,TEAM0039,27.01.2014 15:49,2014-01-27
327707,327707,IM0031438,27.01.2014 15:49,Closed,TEAM0039,27.01.2014 15:59,2014-01-27
327785,327785,IM0031450,27.01.2014 15:10,Open,TEAM0008,27.01.2014 17:16,2014-01-27
327786,327786,IM0031450,27.01.2014 17:16,Caused By CI,TEAM0191,27.01.2014 17:16,2014-01-27
327787,327787,IM0031450,27.01.2014 17:16,Closed,TEAM0191,27.01.2014 17:26,2014-01-27
327922,327922,IM0031467,27.01.2014 17:44,Open,TEAM0008,28.01.2014 08:57,2014-01-27
327923,327923,IM0031467,28.01.2014 08:57,Status Change,TEAM0039,28.01.2014 08:57,2014-01-28
327924,327924,IM0031467,28.01.2014 08:57,Assignment,TEAM0039,28.01.2014 09:41,2014-01-28
327925,327925,IM0031467,28.01.2014 09:41,Mail to Customer,TEAM0039,28.01.2014 09:42,2014-01-28
327926,327926,IM0031467,28.01.2014 09:42,Caused By CI,TEAM0039,28.01.2014 09:42,2014-01-28
327927,327927,IM0031467,28.01.2014 09:42,Closed,TEAM0039,28.01.2014 09:42,2014-01-28
327928,327928,IM0031467,28.01.2014 09:42,Quality Indicator Fixed,TEAM0039,28.01.2014 09:52,2014-01-28
328062,328062,IM0031485,27.01.2014 14:03,Open,TEAM0008,28.01.2014 10:00,2014-01-27
328063,328063,IM0031485,28.01.2014 10:00,Closed,TEAM0007,28.01.2014 10:00,2014-01-28
328064,328064,IM0031485,28.01.2014 10:00,Quality Indicator Fixed,TEAM0007,28.01.2014 10:00,2014-01-28
328065,328065,IM0031485,28.01.2014 10:00,Caused By CI,TEAM0007,28.01.2014 10:10,2014-01-28
328074,328074,IM0031488,27.01.2014 14:12,Open,TEAM0008,27.01.2014 16:47,2014-01-27
328075,328075,IM0031488,27.01.2014 16:47,Assignment,TEAM0007,28.01.2014 09:32,2014-01-27
328076,328076,IM0031488,28.01.2014 09:32,Status Change,TEAM0007,30.01.2014 11:18,2014-01-28
328077,328077,IM0031488,30.01.2014 11:18,Closed,TEAM0007,30.01.2014 11:18,2014-01-30
328078,328078,IM0031488,30.01.2014 11:18,Caused By CI,TEAM0007,30.01.2014 11:18,2014-01-30
328079,328079,IM0031488,30.01.2014 11:18,Quality Indicator Fixed,TEAM0007,30.01.2014 11:28,2014-01-30
328175,328175,IM0031497,27.01.2014 14:32,Open,TEAM0008,27.01.2014 14:33,2014-01-27
328176,328176,IM0031497,27.01.2014 14:33,Status Change,TEAM0008,27.01.2014 14:33,2014-01-27
328177,328177,IM0031497,27.01.2014 14:33,Pending vendor,TEAM0008,27.01.2014 14:33,2014-01-27
328178,328178,IM0031497,27.01.2014 14:33,External Vendor Assignment,TEAM0008,28.01.2014 08:49,2014-01-27
328179,328179,IM0031497,28.01.2014 08:49,Assignment,TEAM0008,28.01.2014 08:49,2014-01-28
328180,328180,IM0031497,28.01.2014 08:49,Description Update,TEAM0008,28.01.2014 08:49,2014-01-28
328181,328181,IM0031497,28.01.2014 08:49,Vendor Reference,TEAM0008,28.01.2014 15:19,2014-01-28
328182,328182,IM0031497,28.01.2014 15:19,Vendor Reference Change,TEAM0008,28.01.2014 15:24,2014-01-28
328183,328183,IM0031497,28.01.2014 15:24,Caused By CI,TEAM0008,28.01.2014 15:24,2014-01-28
328184,328184,IM0031497,28.01.2014 15:24,Closed,TEAM0008,28.01.2014 15:26,2014-01-28
328185,328185,IM0031497,28.01.2014 15:26,Closed,TEAM9999,28.01.2014 15:36,2014-01-28
328218,328218,IM0031508,27.01.2014 14:47,Open,TEAM0008,27.01.2014 15:12,2014-01-27
328219,328219,IM0031508,27.01.2014 15:12,Caused By CI,TEAM0176,27.01.2014 15:12,2014-01-27
328220,328220,IM0031508,27.01.2014 15:12,Closed,TEAM0176,27.01.2014 15:22,2014-01-27
328527,328527,IM0031549,27.01.2014 17:31,Open,TEAM0008,27.01.2014 17:40,2014-01-27
328528,328528,IM0031549,27.01.2014 17:40,Description Update,TEAM0008,28.01.2014 09:34,2014-01-27
328529,328529,IM0031549,28.01.2014 09:34,Assignment,TEAM0007,28.01.2014 09:34,2014-01-28
328530,328530,IM0031549,28.01.2014 09:34,Operator Update,TEAM0007,28.01.2014 10:24,2014-01-28
328531,328531,IM0031549,28.01.2014 10:24,Assignment,TEAM0007,28.01.2014 14:43,2014-01-28
328532,328532,IM0031549,28.01.2014 14:43,Quality Indicator Fixed,TEAM0007,28.01.2014 14:43,2014-01-28
328533,328533,IM0031549,28.01.2014 14:43,Closed,TEAM0007,28.01.2014 14:43,2014-01-28
328534,328534,IM0031549,28.01.2014 14:43,Caused By CI,TEAM0007,28.01.2014 14:53,2014-01-28
328581,328581,IM0031555,27.01.2014 15:36,Open,TEAM0008,28.01.2014 07:53,2014-01-27
328582,328582,IM0031555,28.01.2014 07:53,Status Change,TEAM0039,28.01.2014 07:53,2014-01-28
328583,328583,IM0031555,28.01.2014 07:53,Assignment,TEAM0039,28.01.2014 07:59,2014-01-28
328584,328584,IM0031555,28.01.2014 07:59,Mail to Customer,TEAM0039,28.01.2014 07:59,2014-01-28
328585,328585,IM0031555,28.01.2014 07:59,Closed,TEAM0039,28.01.2014 08:09,2014-01-28
328697,328697,IM0031564,27.01.2014 15:57,Open,TEAM0016,28.01.2014 10:42,2014-01-27
328698,328698,IM0031564,28.01.2014 10:42,Status Change,TEAM0102,28.01.2014 10:42,2014-01-28
328699,328699,IM0031564,28.01.2014 10:42,Update,TEAM0102,28.01.2014 10:42,2014-01-28
328700,328700,IM0031564,28.01.2014 10:42,Assignment,TEAM0102,30.01.2014 07:34,2014-01-28
328701,328701,IM0031564,30.01.2014 07:34,Closed,TEAM0102,30.01.2014 07:44,2014-01-30
328780,328780,IM0031575,27.01.2014 17:01,Open,TEAM0008,28.01.2014 11:46,2014-01-27
328781,328781,IM0031575,28.01.2014 11:46,Assignment,TEAM0039,28.01.2014 11:46,2014-01-28
328782,328782,IM0031575,28.01.2014 11:46,Status Change,TEAM0039,28.01.2014 11:54,2014-01-28
328783,328783,IM0031575,28.01.2014 11:54,Reassignment,TEAM0039,28.01.2014 11:54,2014-01-28
328784,328784,IM0031575,28.01.2014 11:54,Assignment,TEAM0039,28.01.2014 11:54,2014-01-28
328785,328785,IM0031575,28.01.2014 11:54,Status Change,TEAM0039,28.01.2014 11:54,2014-01-28
328786,328786,IM0031575,28.01.2014 11:54,Update,TEAM0039,28.01.2014 13:21,2014-01-28
328787,328787,IM0031575,28.01.2014 13:21,Reassignment,TEAM0007,28.01.2014 13:21,2014-01-28
328788,328788,IM0031575,28.01.2014 13:21,Operator Update,TEAM0007,29.01.2014 13:48,2014-01-28
328789,328789,IM0031575,29.01.2014 13:48,Assignment,TEAM0008,29.01.2014 14:04,2014-01-29
328790,328790,IM0031575,29.01.2014 14:04,Operator Update,TEAM0008,29.01.2014 14:04,2014-01-29
328791,328791,IM0031575,29.01.2014 14:04,Status Change,TEAM0008,29.01.2014 14:05,2014-01-29
328792,328792,IM0031575,29.01.2014 14:05,Reassignment,TEAM0008,29.01.2014 16:52,2014-01-29
328793,328793,IM0031575,29.01.2014 16:52,Status Change,TEAM0008,29.01.2014 16:52,2014-01-29
328794,328794,IM0031575,29.01.2014 16:52,Reassignment,TEAM0008,29.01.2014 16:52,2014-01-29
328795,328795,IM0031575,29.01.2014 16:52,Assignment,TEAM0008,29.01.2014 16:52,2014-01-29
328796,328796,IM0031575,29.01.2014 16:52,Operator Update,TEAM0008,29.01.2014 16:54,2014-01-29
328797,328797,IM0031575,29.01.2014 16:54,Closed,TEAM9999,30.01.2014 09:34,2014-01-29
328798,328798,IM0031575,30.01.2014 09:34,Assignment,TEAM0007,30.01.2014 09:34,2014-01-30
328799,328799,IM0031575,30.01.2014 09:34,Operator Update,TEAM0007,04.02.2014 10:31,2014-01-30
328800,328800,IM0031575,04.02.2014 10:31,Caused By CI,TEAM0007,04.02.2014 10:31,2014-04-02
328801,328801,IM0031575,04.02.2014 10:31,Closed,TEAM0007,04.02.2014 10:41,2014-04-02
329088,329088,IM0031604,27.01.2014 17:33,Open,TEAM0008,27.01.2014 17:44,2014-01-27
329089,329089,IM0031604,27.01.2014 17:44,Quality Indicator Fixed,TEAM0181,27.01.2014 17:44,2014-01-27
329090,329090,IM0031604,27.01.2014 17:44,Caused By CI,TEAM0181,27.01.2014 17:44,2014-01-27
329091,329091,IM0031604,27.01.2014 17:44,Closed,TEAM0181,27.01.2014 17:54,2014-01-27
